source_file,cq_file,source_qid,transformed_qid,subject,outline_code,answer_key,validation_status,load_status,quarantine_reason,stem_len,has_annotation,has_components,has_intel,has_case_study,generated_db_identifier
C:\FOC\Workspace\Finished\CQ14828.md,CQ14828.md,14828,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence; not-sql-emitted,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14829.md,CQ14829.md,14829,14829_daniel_retreat_supply_room_confession,EVIDENCE,31010107,C,PASS,draft_ready,,457,true,true,true,true,14829_daniel_retreat_supply_room_confession
C:\FOC\Workspace\Finished\CQ14830.md,CQ14830.md,14830,14830_lydia_bike_repair_adjuster,EVIDENCE,31010503,C,PASS,draft_ready,,423,true,true,true,true,14830_lydia_bike_repair_adjuster
C:\FOC\Workspace\Finished\CQ14831.md,CQ14831.md,14831,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence; not-sql-emitted,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14833.md,CQ14833.md,14833,14833_peter-harp-luthier,EVIDENCE,31010405,C,PASS,draft_ready,,605,true,true,true,true,14833_peter-harp-luthier
C:\FOC\Workspace\Finished\CQ14834.md,CQ14834.md,14834,14834_orchard-dying-declaration,EVIDENCE,31010107,C,PASS,draft_ready,,578,true,true,true,true,14834_orchard-dying-declaration
C:\FOC\Workspace\Finished\CQ14835.md,CQ14835.md,14835,14835_conference_badge_email,EVIDENCE,31010107,D,PASS,draft_ready,,458,true,true,true,true,14835_conference_badge_email
C:\FOC\Workspace\Finished\CQ14836.md,CQ14836.md,14836,14836_picnic_alibi,EVIDENCE,31010406,A,PASS,draft_ready,,795,true,true,true,true,14836_picnic_alibi
C:\FOC\Workspace\Finished\CQ14840.md,CQ14840.md,14840,14840_youth-ministry-leadership-rivalry,EVIDENCE,31010503,C,PASS,draft_ready,,912,true,true,true,true,14840_youth-ministry-leadership-rivalry
C:\FOC\Workspace\Finished\CQ14841.md,CQ14841.md,14841,14841_witness-sequestration-tort,EVIDENCE,31010201,C,PASS,draft_ready,,952,true,true,true,true,14841_witness-sequestration-tort
C:\FOC\Workspace\Finished\CQ14842.md,CQ14842.md,14842,14842_vanished_bush_pilot,EVIDENCE,31010103,C,PASS,draft_ready,,1476,true,true,true,true,14842_vanished_bush_pilot
C:\FOC\Workspace\Finished\CQ14843.md,CQ14843.md,14843,14843_manna_mail,EVIDENCE,31010103,D,PASS,draft_ready,,431,true,true,true,true,14843_manna_mail
C:\FOC\Workspace\Finished\CQ14844.md,CQ14844.md,14844,14844_divorce-to-deacon,EVIDENCE,31010406,B,PASS,draft_ready,,1110,true,true,true,true,14844_divorce-to-deacon
C:\FOC\Workspace\Finished\CQ14847.md,CQ14847.md,14847,14847_outreach_van_clerk,EVIDENCE,31010404,B,PASS,draft_ready,,313,true,true,true,true,14847_outreach_van_clerk
C:\FOC\Workspace\Finished\CQ14849.md,CQ14849.md,14849,14849_christian-barn-raise,EVIDENCE,31010501,C,PASS,draft_ready,,632,true,true,true,true,14849_christian-barn-raise
C:\FOC\Workspace\Finished\CQ14851.md,CQ14851.md,14851,14851_festival_qr_badge,EVIDENCE,31010504,C,PASS,draft_ready,,875,true,true,true,true,14851_festival_qr_badge
C:\FOC\Workspace\Finished\CQ14853.md,CQ14853.md,14853,14853_jonah_whale_rig,EVIDENCE,35030100,B,PASS,draft_ready,,517,true,true,true,true,14853_jonah_whale_rig
C:\FOC\Workspace\Finished\CQ14854.md,CQ14854.md,14854,14854_exodus_ark_release,EVIDENCE,35030302,C,PASS,draft_ready,,663,true,true,true,true,14854_exodus_ark_release
C:\FOC\Workspace\Finished\CQ14855.md,CQ14855.md,14855,14855_psalm_stage_report,EVIDENCE,35030100,B,PASS,draft_ready,,527,true,true,true,true,14855_psalm_stage_report
C:\FOC\Workspace\Finished\CQ14857.md,CQ14857.md,14857,14857_good_samaritan_5k,EVIDENCE,35030203,A,PASS,draft_ready,,601,true,true,true,true,14857_good_samaritan_5k
C:\FOC\Workspace\Finished\CQ14858.md,CQ14858.md,14858,14858_warehouse-fire-rain-jacket,EVIDENCE,35030201,C,PASS,draft_ready,,638,true,true,true,true,14858_warehouse-fire-rain-jacket
C:\FOC\Workspace\Finished\CQ14861.md,CQ14861.md,14861,14861_lydia_luxembourg_ledgers,EVIDENCE,35030205,B,PASS,draft_ready,,430,true,true,true,true,14861_lydia_luxembourg_ledgers
C:\FOC\Workspace\Finished\CQ14862.md,CQ14862.md,14862,14862_good_friday_judge_threat,EVIDENCE,35030204,B,PASS,draft_ready,,463,true,true,true,true,14862_good_friday_judge_threat
C:\FOC\Workspace\Finished\CQ14863.md,CQ14863.md,14863,,,,,,quarantined,BLOCK1_UNPARSEABLE; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence; not-sql-emitted,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14867.md,CQ14867.md,14867,14867_scripture_market_cart,EVIDENCE,32020802,B,PASS,draft_ready,,571,true,true,true,true,14867_scripture_market_cart
C:\FOC\Workspace\Finished\CQ14870.md,CQ14870.md,14870,14870_christian_publishing_comptroller,EVIDENCE,32020100,B,PASS,draft_ready,,768,true,true,true,true,14870_christian_publishing_comptroller
C:\FOC\Workspace\Finished\CQ14871.md,CQ14871.md,14871,14871_lampstand_guide_memo,EVIDENCE,32020700,A,PASS,quarantined,tiny-stem,101,true,true,true,true,14871_lampstand_guide_memo
C:\FOC\Workspace\Finished\CQ14872.md,CQ14872.md,14872,14872_hannah_sleet_cart,EVIDENCE,32020302,B,PASS,draft_ready,,724,true,true,true,true,14872_hannah_sleet_cart
C:\FOC\Workspace\Finished\CQ14873.md,CQ14873.md,14873,14873_crossbow_goliath_room,EVIDENCE,32020404,B,PASS,draft_ready,,544,true,true,true,true,14873_crossbow_goliath_room
C:\FOC\Workspace\Finished\CQ14874.md,CQ14874.md,14874,14874_scripture_escape_room_fear,EVIDENCE,32020804,B,PASS,draft_ready,,397,true,true,true,true,14874_scripture_escape_room_fear
C:\FOC\Workspace\Finished\CQ14878.md,CQ14878.md,14878,14878_daily-bread-reputation,EVIDENCE,32020403,A,PASS,draft_ready,,326,true,true,true,true,14878_daily-bread-reputation
C:\FOC\Workspace\Finished\CQ14879.md,CQ14879.md,14879,14879_waffle_wagon_coverage,EVIDENCE,32020100,B,PASS,draft_ready,,268,true,true,true,true,14879_waffle_wagon_coverage
C:\FOC\Workspace\Finished\CQ14880.md,CQ14880.md,14880,14880_bible_quiz_mint_tin,EVIDENCE,32020700,C,PASS,draft_ready,,592,true,true,true,true,14880_bible_quiz_mint_tin
C:\FOC\Workspace\Finished\CQ14881.md,CQ14881.md,14881,14881_prize_bull_breeding_record,EVIDENCE,32020405,C,PASS,draft_ready,,392,true,true,true,true,14881_prize_bull_breeding_record
C:\FOC\Workspace\Finished\CQ14885.md,CQ14885.md,14885,14885_honey_jar_harvest_fair,EVIDENCE,32020600,A,PASS,draft_ready,,283,true,true,true,true,14885_honey_jar_harvest_fair
C:\FOC\Workspace\Finished\CQ14888.md,CQ14888.md,14888,14888_hymnbook_alley_propensity,EVIDENCE,32020402,B,PASS,draft_ready,,527,true,true,true,true,14888_hymnbook_alley_propensity
C:\FOC\Workspace\Finished\CQ14889.md,CQ14889.md,14889,14889_mission-flight-relevance,EVIDENCE,32020100,C,PASS,draft_ready,,881,true,true,true,true,14889_mission-flight-relevance
C:\FOC\Workspace\Finished\CQ14892.md,CQ14892.md,14892,14892_scripture_card_call,EVIDENCE,32020700,B,PASS,draft_ready,,578,true,true,true,true,14892_scripture_card_call
C:\FOC\Workspace\Finished\CQ14893.md,CQ14893.md,14893,14893_scripture_trailer_coupler,EVIDENCE,32020402,C,PASS,draft_ready,,729,true,true,true,true,14893_scripture_trailer_coupler
C:\FOC\Workspace\Finished\CQ14894.md,CQ14894.md,14894,14894_dock-threat,EVIDENCE,32020700,B,PASS,draft_ready,,1100,true,true,true,true,14894_dock-threat
C:\FOC\Workspace\Finished\CQ14895.md,CQ14895.md,14895,14895_ark-ledger,EVIDENCE,32020401,D,PASS,draft_ready,,567,true,true,true,true,14895_ark-ledger
C:\FOC\Workspace\Finished\CQ14896.md,CQ14896.md,14896,14896_gospel_fair_cashbox,EVIDENCE,32020404,A,PASS,draft_ready,,376,true,true,true,true,14896_gospel_fair_cashbox
C:\FOC\Workspace\Finished\CQ14897.md,CQ14897.md,14897,14897_lakeside_paddle,EVIDENCE,32020403,C,PASS,draft_ready,,533,true,true,true,true,14897_lakeside_paddle
C:\FOC\Workspace\Finished\CQ14900.md,CQ14900.md,14900,14900_psalms_canvas_fog_machine,EVIDENCE,32020803,A,PASS,draft_ready,,633,true,true,true,true,14900_psalms_canvas_fog_machine
C:\FOC\Workspace\Finished\CQ14902.md,CQ14902.md,14902,14902_felt_lamb_puppet,EVIDENCE,34050101,B,PASS,draft_ready,,433,true,true,true,true,14902_felt_lamb_puppet
C:\FOC\Workspace\Finished\CQ14903.md,CQ14903.md,14903,14903_scriptorium_counterfeit_bibles,EVIDENCE,34050101,D,PASS,draft_ready,,563,true,true,true,true,14903_scriptorium_counterfeit_bibles
C:\FOC\Workspace\Finished\CQ14904.md,CQ14904.md,14904,14904_best_evidence_refresh,EVIDENCE,34050200,C,PASS,draft_ready,,1239,true,true,true,true,14904_best_evidence_refresh
C:\FOC\Workspace\Finished\CQ14905.md,CQ14905.md,14905,14905_psalm_riser_still,EVIDENCE,34050101,A,PASS,draft_ready,,588,true,true,true,true,14905_psalm_riser_still
C:\FOC\Workspace\Finished\CQ14906.md,CQ14906.md,14906,14906_barnabas-v-lydia-land-deal,REAL_PROPERTY,85030103,C,PASS,draft_ready,,1149,true,true,true,true,14906_barnabas-v-lydia-land-deal
C:\FOC\Workspace\Finished\CQ14908.md,CQ14908.md,14908,,,,,,quarantined,NO_BLOCK1_YAML; missing-key; missing-outline; missing-c3-annotation; missing-components; missing-program-intelligence; not-sql-emitted,,false,false,false,false,
C:\FOC\Workspace\Finished\CQ14910.md,CQ14910.md,14910,14910_lydia_timothy_riverpasture,REAL_PROPERTY,85030100,D,PASS,draft_ready,,2022,true,true,true,true,14910_lydia_timothy_riverpasture
C:\FOC\Workspace\Finished\CQ14911.md,CQ14911.md,14911,14911_lakecabin_wildfire,REAL_PROPERTY,85030400,A,PASS,draft_ready,,1270,true,true,true,true,14911_lakecabin_wildfire
C:\FOC\Workspace\Finished\CQ14914.md,CQ14914.md,14914,14914_olive_branch_alley_order,REAL_PROPERTY,85030100,C,PASS,draft_ready,,1230,true,true,true,true,14914_olive_branch_alley_order
C:\FOC\Workspace\Finished\CQ14915.md,CQ14915.md,14915,14915_selah_orchard_deposit,REAL_PROPERTY,85030100,B,PASS,draft_ready,,944,true,true,true,true,14915_selah_orchard_deposit
C:\FOC\Workspace\Finished\CQ14916.md,CQ14916.md,14916,14916_sonoma_vineyard_waiver,REAL_PROPERTY,85030300,A,PASS,draft_ready,,944,true,true,true,true,14916_sonoma_vineyard_waiver
C:\FOC\Workspace\Finished\CQ14917.md,CQ14917.md,14917,14917_scripture_sign_parcel,REAL_PROPERTY,85030101,C,PASS,draft_ready,,829,true,true,true,true,14917_scripture_sign_parcel
C:\FOC\Workspace\Finished\CQ14918.md,CQ14918.md,14918,14918_maranatha_cottage,REAL_PROPERTY,85030100,A,PASS,draft_ready,,867,true,true,true,true,14918_maranatha_cottage
C:\FOC\Workspace\Finished\CQ14919.md,CQ14919.md,14919,14919_psalm_print_coffee_lot,REAL_PROPERTY,85030300,C,PASS,draft_ready,,597,true,true,true,true,14919_psalm_print_coffee_lot
C:\FOC\Workspace\Finished\CQ14920.md,CQ14920.md,14920,14920_farmstead,REAL_PROPERTY,85030300,B,PASS,draft_ready,,1336,true,true,true,true,14920_farmstead
C:\FOC\Workspace\Finished\CQ14922.md,CQ14922.md,14922,14922_lakeside_prayer_garden,REAL_PROPERTY,85030300,B,PASS,draft_ready,,875,true,true,true,true,14922_lakeside_prayer_garden
C:\FOC\Workspace\Finished\CQ14923.md,CQ14923.md,14923,14923_christian_cottage_lot,REAL_PROPERTY,85030102,C,PASS,draft_ready,,600,true,true,true,true,14923_christian_cottage_lot
C:\FOC\Workspace\Finished\CQ14925.md,CQ14925.md,14925,14925_mission_cottage,REAL_PROPERTY,82010404,C,PASS,draft_ready,,1410,true,true,true,true,14925_mission_cottage
C:\FOC\Workspace\Finished\CQ14929.md,CQ14929.md,14929,14929_hay_barn_as_is_termite,REAL_PROPERTY,85030100,A,PASS,draft_ready,,620,true,true,true,true,14929_hay_barn_as_is_termite
C:\FOC\Workspace\Finished\CQ14931.md,CQ14931.md,14931,14931_parchment_chapel_lot,REAL_PROPERTY,85030102,B,PASS,draft_ready,,1547,true,true,true,false,14931_parchment_chapel_lot
C:\FOC\Workspace\Finished\CQ14932.md,CQ14932.md,14932,14932_cedarbrook_scripture_studio,REAL_PROPERTY,85030102,B,PASS,draft_ready,,1468,true,true,true,true,14932_cedarbrook_scripture_studio
C:\FOC\Workspace\Finished\CQ14933.md,CQ14933.md,14933,14933_lydia_hidden_mesa_parcel,REAL_PROPERTY,84040205,B,PASS,draft_ready,,916,true,true,true,true,14933_lydia_hidden_mesa_parcel
C:\FOC\Workspace\Finished\CQ14939.md,CQ14939.md,14939,14939_daniel-hannah-stable,REAL_PROPERTY,83050302,C,PASS,draft_ready,,1362,true,true,true,true,14939_daniel-hannah-stable
C:\FOC\Workspace\Finished\CQ14942.md,CQ14942.md,14942,14942_selah_house_redemption,REAL_PROPERTY,83050602,B,PASS,draft_ready,,736,true,true,true,true,14942_selah_house_redemption
C:\FOC\Workspace\Finished\CQ14946.md,CQ14946.md,14946,14946_emmaus_lantern_mortgagee,REAL_PROPERTY,83050303,C,PASS,draft_ready,,1169,true,true,true,true,14946_emmaus_lantern_mortgagee
C:\FOC\Workspace\Finished\CQ14947.md,CQ14947.md,14947,14947_hymn_press_lot,REAL_PROPERTY,83050102,C,PASS,draft_ready,,1018,true,true,true,true,14947_hymn_press_lot
C:\FOC\Workspace\Finished\CQ14948.md,CQ14948.md,14948,14948_harbor-wharf,REAL_PROPERTY,83050604,C,PASS,draft_ready,,964,true,true,true,true,14948_harbor-wharf
C:\FOC\Workspace\Finished\CQ14949.md,CQ14949.md,14949,14949_psalm_garden_cottage,REAL_PROPERTY,83050105,B,PASS,draft_ready,,803,true,true,true,true,14949_psalm_garden_cottage
C:\FOC\Workspace\Finished\CQ14950.md,CQ14950.md,14950,14950_lydia_calligraphy_foreclosure,REAL_PROPERTY,83050603,B,PASS,draft_ready,,11314,true,true,true,true,14950_lydia_calligraphy_foreclosure
C:\FOC\Workspace\Finished\CQ14951.md,CQ14951.md,14951,14951_martha_scripture_parcel_mortgage,REAL_PROPERTY,83050105,B,PASS,draft_ready,,11686,true,true,true,true,14951_martha_scripture_parcel_mortgage
C:\FOC\Workspace\Finished\CQ14952.md,CQ14952.md,14952,14952_lakeside_retreat_subject_to,REAL_PROPERTY,83050401,C,PASS,draft_ready,,970,true,true,true,true,14952_lakeside_retreat_subject_to
C:\FOC\Workspace\Finished\CQ14954.md,CQ14954.md,14954,14954_psalter_porch_panels,REAL_PROPERTY,81020602,B,PASS,draft_ready,,1255,true,true,true,true,14954_psalter_porch_panels
C:\FOC\Workspace\Finished\CQ14955.md,CQ14955.md,14955,14955_bethlehem_bread_assumption,REAL_PROPERTY,83050401,B,PASS,draft_ready,,685,true,true,true,true,14955_bethlehem_bread_assumption
C:\FOC\Workspace\Finished\CQ14956.md,CQ14956.md,14956,14956_barnabas-bakery-assumption,REAL_PROPERTY,83050401,D,PASS,draft_ready,,525,true,true,true,true,14956_barnabas-bakery-assumption
C:\FOC\Workspace\Finished\CQ14958.md,CQ14958.md,14958,14958_lakeside_cottage_note,REAL_PROPERTY,83050102,A,PASS,draft_ready,,754,true,true,true,true,14958_lakeside_cottage_note
C:\FOC\Workspace\Finished\CQ14961.md,CQ14961.md,14961,14961_christian-vineyard-foreclosure,REAL_PROPERTY,83050601,C,PASS,draft_ready,,1072,true,true,true,true,14961_christian-vineyard-foreclosure
C:\FOC\Workspace\Finished\CQ14974.md,CQ14974.md,14974,14974_covenant_orchard,REAL_PROPERTY,82010101,A,PASS,draft_ready,,702,true,true,true,true,14974_covenant_orchard
C:\FOC\Workspace\Finished\CQ14977.md,CQ14977.md,14977,14977_mulberry-mill-tax-deed,REAL_PROPERTY,82010303,B,PASS,draft_ready,,1712,true,true,true,true,14977_mulberry-mill-tax-deed
C:\FOC\Workspace\Finished\CQ14980.md,CQ14980.md,14980,14980_olive_grove_appointment,REAL_PROPERTY,82010200,D,PASS,draft_ready,,1314,true,true,true,true,14980_olive_grove_appointment
C:\FOC\Workspace\Finished\CQ14982.md,CQ14982.md,14982,14982_art_collection,REAL_PROPERTY,82010502,A,PASS,draft_ready,,1357,true,true,true,true,14982_art_collection
C:\FOC\Workspace\Finished\CQ14985.md,CQ14985.md,14985,14985_hillside-vineyard-wall,REAL_PROPERTY,82010303,C,PASS,draft_ready,,1221,true,true,true,true,14985_hillside-vineyard-wall
C:\FOC\Workspace\Finished\CQ14986.md,CQ14986.md,14986,14986_lantern_yard_partition,REAL_PROPERTY,82010303,B,PASS,draft_ready,,1088,true,true,true,true,14986_lantern_yard_partition
C:\FOC\Workspace\Finished\CQ14987.md,CQ14987.md,14987,14987_bethany_kiln_yard,REAL_PROPERTY,82010103,C,PASS,draft_ready,,819,true,true,true,true,14987_bethany_kiln_yard
C:\FOC\Workspace\Finished\CQ14988.md,CQ14988.md,14988,14988_missionary_acreage,REAL_PROPERTY,82010301,D,PASS,draft_ready,,701,true,true,true,true,14988_missionary_acreage
C:\FOC\Workspace\Finished\CQ14989.md,CQ14989.md,14989,14989_harbor-wharves,REAL_PROPERTY,82010503,C,PASS,draft_ready,,2078,true,true,true,true,14989_harbor-wharves
C:\FOC\Workspace\Finished\CQ14990.md,CQ14990.md,14990,14990_silent-festival-parcels,REAL_PROPERTY,82010501,C,PASS,draft_ready,,1463,true,true,true,true,14990_silent-festival-parcels
C:\FOC\Workspace\Finished\CQ14993.md,CQ14993.md,14993,14993_cedar-tutoring-lot,REAL_PROPERTY,82010102,A,PASS,draft_ready,,939,true,true,true,true,14993_cedar-tutoring-lot
C:\FOC\Workspace\Finished\CQ14994.md,CQ14994.md,14994,14994_cedaracre_scripture_orchard,REAL_PROPERTY,82010201,A,PASS,draft_ready,,1072,true,true,true,true,14994_cedaracre_scripture_orchard
C:\FOC\Workspace\Finished\CQ14995.md,CQ14995.md,14995,14995_olive-press-workshop,REAL_PROPERTY,82010301,B,PASS,draft_ready,,1119,true,true,true,true,14995_olive-press-workshop
C:\FOC\Workspace\Finished\CQ14999.md,CQ14999.md,14999,14999_good-news-literacy-studio,REAL_PROPERTY,82010101,B,PASS,draft_ready,,806,true,true,true,true,14999_good-news-literacy-studio
C:\FOC\Workspace\Finished\CQ15002.md,CQ15002.md,15002,15002_condemnation-lease-church-barn,REAL_PROPERTY,81020801,C,PASS,draft_ready,,1135,true,true,true,true,15002_condemnation-lease-church-barn
C:\FOC\Workspace\Finished\CQ15003.md,CQ15003.md,15003,15003_pauls_mineral_rights,REAL_PROPERTY,00000000,A,PASS,quarantined,missing-outline,951,true,true,true,true,15003_pauls_mineral_rights
C:\FOC\Workspace\Finished\CQ15004.md,CQ15004.md,15004,15004_counterfeit_wristband_loft,REAL_PROPERTY,82010405,B,PASS,draft_ready,,752,true,true,true,true,15004_counterfeit_wristband_loft
C:\FOC\Workspace\Finished\CQ15006.md,CQ15006.md,15006,15006_bethel-ridge-vineyard,REAL_PROPERTY,82010201,A,PASS,draft_ready,,416,true,true,true,true,15006_bethel-ridge-vineyard
C:\FOC\Workspace\Finished\CQ15007.md,CQ15007.md,15007,15007_galilee_harvest_loft,REAL_PROPERTY,82010301,C,PASS,draft_ready,,1013,true,true,true,true,15007_galilee_harvest_loft
C:\FOC\Workspace\Finished\CQ15008.md,CQ15008.md,15008,15008_lydia-barnabas-excavation,REAL_PROPERTY,81020901,C,PASS,draft_ready,,783,true,true,true,true,15008_lydia-barnabas-excavation
C:\FOC\Workspace\Finished\CQ15009.md,CQ15009.md,15009,15009_scripture-print-fixtures,REAL_PROPERTY,81020603,B,PASS,draft_ready,,1084,true,true,true,true,15009_scripture-print-fixtures
C:\FOC\Workspace\Finished\CQ15011.md,CQ15011.md,15011,15011_psalm_ridge_meadow,REAL_PROPERTY,81020102,D,PASS,draft_ready,,950,true,true,true,true,15011_psalm_ridge_meadow
C:\FOC\Workspace\Finished\CQ15014.md,CQ15014.md,15014,15014,REAL_PROPERTY,81020502,D,PASS,draft_ready,,1506,true,true,true,false,15014
C:\FOC\Workspace\Finished\CQ15015.md,CQ15015.md,15015,15015_advent_lantern,REAL_PROPERTY,81020603,B,PASS,draft_ready,,787,true,true,true,true,15015_advent_lantern
C:\FOC\Workspace\Finished\CQ15016.md,CQ15016.md,15016,15016_shadowed_scriptorium,REAL_PROPERTY,81020101,B,PASS,draft_ready,,904,true,true,true,true,15016_shadowed_scriptorium
C:\FOC\Workspace\Finished\CQ15017.md,CQ15017.md,15017,15017_repair-wall,REAL_PROPERTY,81020401,C,PASS,draft_ready,,1783,true,true,true,true,15017_repair-wall
C:\FOC\Workspace\Finished\CQ15018.md,CQ15018.md,15018,15018_illumination_birdbaths,REAL_PROPERTY,81020500,B,PASS,draft_ready,,739,true,true,true,true,15018_illumination_birdbaths
C:\FOC\Workspace\Finished\CQ15019.md,CQ15019.md,15019,15019_scripture_garden_path,REAL_PROPERTY,81020500,C,PASS,draft_ready,,2419,true,true,true,true,15019_scripture_garden_path
C:\FOC\Workspace\Finished\CQ15020.md,CQ15020.md,15020,15020_bethel_grove_height_cap,REAL_PROPERTY,81020700,B,PASS,draft_ready,,503,true,true,true,true,15020_bethel_grove_height_cap
C:\FOC\Workspace\Finished\CQ15021.md,CQ15021.md,15021,15021_pageant_props_next_door,REAL_PROPERTY,81020000,D,PASS,draft_ready,,1114,true,true,true,true,15021_pageant_props_next_door
C:\FOC\Workspace\Finished\CQ15022.md,CQ15022.md,15022,15022_psalm_lane_covenant,REAL_PROPERTY,81020502,D,PASS,draft_ready,,1135,true,true,true,true,15022_psalm_lane_covenant
C:\FOC\Workspace\Finished\CQ15025.md,CQ15025.md,15025,15025_olive_path,REAL_PROPERTY,81020104,B,PASS,draft_ready,,922,true,true,true,true,15025_olive_path
C:\FOC\Workspace\Finished\CQ15026.md,CQ15026.md,15026,15026_solar-barn,REAL_PROPERTY,81020000,C,PASS,draft_ready,,1430,true,true,true,true,15026_solar-barn
C:\FOC\Workspace\Finished\CQ15027.md,CQ15027.md,15027,15027_emmaus_courtyard_fountain,REAL_PROPERTY,81020503,A,PASS,draft_ready,,1129,true,true,true,true,15027_emmaus_courtyard_fountain
C:\FOC\Workspace\Finished\CQ15029.md,CQ15029.md,15029,15029_farm-easement-prescription,REAL_PROPERTY,81020102,C,PASS,draft_ready,,867,true,true,true,true,15029_farm-easement-prescription
C:\FOC\Workspace\Finished\CQ15030.md,CQ15030.md,15030,15030_vineyard-easement,REAL_PROPERTY,81020103,B,PASS,draft_ready,,1753,true,true,true,true,15030_vineyard-easement
C:\FOC\Workspace\Finished\CQ15032.md,CQ15032.md,15032,15032_partition-vineyard-siblings,REAL_PROPERTY,82010304,C,PASS,draft_ready,,1314,true,true,true,true,15032_partition-vineyard-siblings
C:\FOC\Workspace\Finished\CQ15034.md,CQ15034.md,15034,15034_psalm_ridge_accounting_cottage,REAL_PROPERTY,81020501,C,PASS,draft_ready,,1535,true,true,true,true,15034_psalm_ridge_accounting_cottage
C:\FOC\Workspace\Finished\CQ15035.md,CQ15035.md,15035,15035_damascus_alley,REAL_PROPERTY,81020105,D,PASS,draft_ready,,941,true,true,true,true,15035_damascus_alley
C:\FOC\Workspace\Finished\CQ15036.md,CQ15036.md,15036,15036_scripture_garden_side_gate,REAL_PROPERTY,81020300,C,PASS,draft_ready,,834,true,true,true,true,15036_scripture_garden_side_gate
C:\FOC\Workspace\Finished\CQ15038.md,CQ15038.md,15038,15038_olive_grove_psalm_lane,REAL_PROPERTY,81020101,C,PASS,draft_ready,,688,true,true,true,true,15038_olive_grove_psalm_lane
C:\FOC\Workspace\Finished\CQ15039.md,CQ15039.md,15039,15039_psalm_studio_judgment,REAL_PROPERTY,84040403,A,PASS,draft_ready,,874,true,true,true,true,15039_psalm_studio_judgment
C:\FOC\Workspace\Finished\CQ15041.md,CQ15041.md,15041,15041_scripture_print_studio_lien,REAL_PROPERTY,84040000,B,PASS,draft_ready,,1068,true,true,true,true,15041_scripture_print_studio_lien
C:\FOC\Workspace\Finished\CQ15043.md,CQ15043.md,15043,15043_orchard_deed_after_memorial,REAL_PROPERTY,84040203,B,PASS,draft_ready,,1027,true,true,true,true,15043_orchard_deed_after_memorial
C:\FOC\Workspace\Finished\CQ15044.md,CQ15044.md,15044,15044_prayer_garden_dead_grantee,REAL_PROPERTY,84040203,B,PASS,draft_ready,,1189,true,true,true,true,15044_prayer_garden_dead_grantee
C:\FOC\Workspace\Finished\CQ15045.md,CQ15045.md,15045,15045_deed-delivery-presumption,REAL_PROPERTY,84040203,C,PASS,draft_ready,,1486,true,true,true,true,15045_deed-delivery-presumption
C:\FOC\Workspace\Finished\CQ15046.md,CQ15046.md,15046,15046_lakeside_cottage_deed_handoff,REAL_PROPERTY,84040203,C,PASS,draft_ready,,1050,true,true,true,true,15046_lakeside_cottage_deed_handoff
C:\FOC\Workspace\Finished\CQ15049.md,CQ15049.md,15049,15049_emmaus_recording_loft,REAL_PROPERTY,84040300,D,PASS,draft_ready,,859,true,true,true,true,15049_emmaus_recording_loft
C:\FOC\Workspace\Finished\CQ15050.md,CQ15050.md,15050,15050_bfp-judgment-lien-vineyard,REAL_PROPERTY,84040403,C,PASS,draft_ready,,1746,true,true,true,true,15050_bfp-judgment-lien-vineyard
C:\FOC\Workspace\Finished\CQ15051.md,CQ15051.md,15051,15051_tent-village-mortgage,REAL_PROPERTY,83050000,B,PASS,draft_ready,,751,true,true,true,true,15051_tent-village-mortgage
C:\FOC\Workspace\Finished\CQ15052.md,CQ15052.md,15052,15052_psalm_path,REAL_PROPERTY,85030400,B,PASS,draft_ready,,575,true,true,true,true,15052_psalm_path
C:\FOC\Workspace\Finished\CQ15054.md,CQ15054.md,15054,15054_sparrowfield_retreat,REAL_PROPERTY,84040103,B,PASS,draft_ready,,732,true,true,true,true,15054_sparrowfield_retreat
C:\FOC\Workspace\Finished\CQ15059.md,CQ15059.md,15059,15059_widows_orchard_warranty,REAL_PROPERTY,84040205,A,PASS,draft_ready,,1443,true,true,true,true,15059_widows_orchard_warranty
C:\FOC\Workspace\Finished\CQ15060.md,CQ15060.md,15060,15060_scriptorium_storefront_mortgage,REAL_PROPERTY,84040406,B,PASS,draft_ready,,1563,true,true,true,true,15060_scriptorium_storefront_mortgage
C:\FOC\Workspace\Finished\CQ15062.md,CQ15062.md,15062,15062_esthers_gravel_lane,REAL_PROPERTY,84040404,B,PASS,draft_ready,,1273,true,true,true,true,15062_esthers_gravel_lane
C:\FOC\Workspace\Finished\CQ15065.md,CQ15065.md,15065,15065_manna-meal-bakers-deed,REAL_PROPERTY,84040201,C,PASS,draft_ready,,1280,true,true,true,true,15065_manna-meal-bakers-deed
C:\FOC\Workspace\Finished\CQ15067.md,CQ15067.md,15067,15067_scripture_memory_garden,REAL_PROPERTY,84040101,A,PASS,draft_ready,,1264,true,true,true,true,15067_scripture_memory_garden
