"Name","DisplayName","State","StartMode","StartName","ProcessId","PathName"
"shpamsvc","Shared PC Account Manager","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcsRedirectionGuard -p"
"smphost","Microsoft Storage Spaces SMP","Running","Manual","NT AUTHORITY\NetworkService","14324","C:\WINDOWS\System32\svchost.exe -k smphost"
"SmsRouter","Microsoft Windows SMS Router Service.","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"SNMPTrap","SNMP Trap","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\System32\snmptrap.exe"
"Spooler","Print Spooler","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\spoolsv.exe"
"sppsvc","Software Protection","Stopped","Auto","NT AUTHORITY\NetworkService","0","C:\WINDOWS\system32\sppsvc.exe"
"SSDPSRV","SSDP Discovery","Running","Manual","NT AUTHORITY\LocalService","5764","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"ssh-agent","OpenSSH Authentication Agent","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\OpenSSH\ssh-agent.exe"
"sshd","OpenSSH SSH Server","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\OpenSSH\sshd.exe"
"SshdBroker","SshdBroker","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k SshBrokerGroup"
"SstpSvc","Secure Socket Tunneling Protocol Service","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"StateRepository","State Repository Service","Running","Auto","LocalSystem","3128","C:\WINDOWS\system32\svchost.exe -k appmodel -p"
"StiSvc","Windows Image Acquisition (WIA)","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k imgsvc"
"StorSvc","Storage Service","Running","Auto","LocalSystem","7680","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"svsvc","Spot Verifier","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"swprv","Microsoft Software Shadow Copy Provider","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k swprv"
"SysMain","SysMain","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SystemEventsBroker","System Events Broker","Running","Auto","LocalSystem","1316","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p"
"TapiSrv","Telephony","Stopped","Manual","NT AUTHORITY\NetworkService","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"TermService","Remote Desktop Services","Stopped","Manual","NT Authority\NetworkService","0","C:\WINDOWS\System32\svchost.exe -k TerminalService"
"TextInputManagementService","Text Input Management Service","Running","Auto","LocalSystem","2100","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"Themes","Themes","Running","Auto","LocalSystem","2632","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"TieringEngineService","Storage Tiers Management","Stopped","Manual","localSystem","0","C:\WINDOWS\system32\TieringEngineService.exe"
"TimeBrokerSvc","Time Broker","Running","Manual","NT AUTHORITY\LocalService","2124","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"TokenBroker","Web Account Manager","Running","Manual","LocalSystem","2684","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"TrkWks","Distributed Link Tracking Client","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"TroubleshootingSvc","Recommended Troubleshooting Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"TrustedInstaller","Windows Modules Installer","Stopped","Manual","localSystem","0","C:\WINDOWS\servicing\TrustedInstaller.exe"
"tzautoupdate","Auto Time Zone Updater","Stopped","Disabled","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"UDCService","Universal Device Client Service","Running","Auto","LocalSystem","3752","C:\WINDOWS\System32\drivers\Lenovo\udc\Service\UDClientService.exe"
"UdkUserSvc_46f125","Udk User Service_46f125","Running","Manual",,"8448","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup"
"UmRdpService","Remote Desktop Services UserMode Port Redirector","Stopped","Manual","localSystem","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"UnistoreSvc_46f125","User Data Storage_46f125","Stopped","Manual",,"0","C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup"
"upnphost","UPnP Device Host","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"UserDataSvc_46f125","User Data Access_46f125","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup"
"UserManager","User Manager","Running","Auto","LocalSystem","2392","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"UsoSvc","Update Orchestrator Service","Running","Auto","LocalSystem","8152","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"VaultSvc","Credential Manager","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\lsass.exe"
"vds","Virtual Disk","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\vds.exe"
"vmcompute","vmcompute","Running","Manual","LocalSystem","6464","C:\WINDOWS\system32\vmcompute.exe"
"vmicguestinterface","Hyper-V Guest Service Interface","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestrictedRedirectionGuard -p"
"vmicheartbeat","Hyper-V Heartbeat Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k ICService -p"
"vmickvpexchange","Hyper-V Data Exchange Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestrictedRedirectionGuard -p"
"vmicrdv","Hyper-V Remote Desktop Virtualization Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k ICService -p"
"vmicshutdown","Hyper-V Guest Shutdown Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestrictedRedirectionGuard -p"
"vmictimesync","Hyper-V Time Synchronization Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"vmicvmsession","Hyper-V PowerShell Direct Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestrictedRedirectionGuard -p"
"vmicvss","Hyper-V Volume Shadow Copy Requestor","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestrictedRedirectionGuard -p"
"VSInstallerElevationService","Visual Studio Installer Elevation Service","Stopped","Manual","LocalSystem","0","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe"""
"VSS","Volume Shadow Copy","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\vssvc.exe"
"VSStandardCollectorService150","Visual Studio Standard Collector Service 150","Stopped","Manual","LocalSystem","0","""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"""
"W32Time","Windows Time","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService"
"WaaSMedicSvc","WaaSMedicSvc","Running","Manual","LocalSystem","2372","C:\WINDOWS\system32\svchost.exe -k wusvcs -p"
"WalletService","WalletService","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k appmodel -p"
"WarpJITSvc","Warp JIT Service","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted"
"wbengine","Block Level Backup Engine Service","Stopped","Manual","localSystem","0","""C:\WINDOWS\system32\wbengine.exe"""
"WbioSrvc","Windows Biometric Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup"
"Wcmsvc","Windows Connection Manager","Running","Auto","NT Authority\LocalService","2560","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc"
"wcncsvc","Windows Connect Now - Config Registrar","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\System32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"WdiServiceHost","Diagnostic Service Host","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\System32\svchost.exe -k LocalService -p"
"WdiSystemHost","Diagnostic System Host","Running","Manual","LocalSystem","6728","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","Running","Manual","NT AUTHORITY\LocalService","7556","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\NisSrv.exe"""
"WebClient","WebClient","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"WebManagement","Web Management","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\WebManagement.exe"
"WebManagementUser_46f125","WebManagementUser_46f125","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k WebManagementUser"
"webthreatdefsvc","Web Threat Defense Service","Running","Manual","NT AUTHORITY\LocalService","3220","C:\WINDOWS\system32\svchost.exe -k WebThreatDefense -p"
"webthreatdefusersvc_46f125","Web Threat Defense User Service_46f125","Running","Auto",,"7160","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"Wecsvc","Windows Event Collector","Stopped","Manual","NT AUTHORITY\NetworkService","0","C:\WINDOWS\system32\svchost.exe -k NetworkService -p"
"WEPHOSTSVC","Windows Encryption Provider Host Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k WepHostSvcGroup"
"wercplsupport","Problem Reports Control Panel Support","Stopped","Manual","localSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"WerSvc","Windows Error Reporting Service","Stopped","Disabled","localSystem","0","C:\WINDOWS\System32\svchost.exe -k WerSvcGroup"
"WFDSConMgrSvc","Wi-Fi Direct Services Connection Manager Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"whesvc","Windows Health and Optimized Experiences","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k whesvc -p"
"WiaRpc","Still Image Acquisition Events","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"WinDefend","Microsoft Defender Antivirus Service","Running","Auto","LocalSystem","3912","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MsMpEng.exe"""
"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Running","Manual","NT AUTHORITY\LocalService","2416","C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p"
"Winmgmt","Windows Management Instrumentation","Running","Auto","localSystem","3796","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"WinRM","Windows Remote Management (WS-Management)","Running","Auto","NT AUTHORITY\NetworkService","628","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"wisvc","Windows Insider Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"WlanSvc","WLAN AutoConfig","Running","Auto","LocalSystem","3116","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"wlidsvc","Microsoft Account Sign-in Assistant","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"wlpasvc","Local Profile Assistant Service","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"WManSvc","Windows Management Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"wmiApSrv","WMI Performance Adapter","Stopped","Manual","localSystem","0","C:\WINDOWS\system32\wbem\WmiApSrv.exe"
"WMIRegistrationService","Intel(R) Management Engine WMI Provider Registration","Running","Auto","LocalSystem","3832","C:\WINDOWS\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_d51901c26227fb29\WMIRegistrationService.exe"
"WpcMonSvc","Parental Controls","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalService"
"WPDBusEnum","Portable Device Enumerator Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted"
"WpnService","Windows Push Notifications System Service","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"WpnUserService_46f125","Windows Push Notifications User Service_46f125","Running","Auto",,"2536","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup"
"WSAIFabricSvc","WSAIFabricSvc","Stopped","Disabled","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p"
"wscsvc","Security Center","Running","Auto","NT AUTHORITY\LocalService","3848","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p"
"WSearch","Windows Search","Running","Auto","LocalSystem","4032","C:\WINDOWS\system32\SearchIndexer.exe /Embedding"
"wuauserv","Windows Update","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"wuqisvc","Microsoft Usage and Quality Insights","Running","Manual","NT AUTHORITY\LocalService","5032","C:\WINDOWS\system32\svchost.exe -k WuqiSvcGroup -p"
"WwanSvc","WWAN AutoConfig","Stopped","Manual","localSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"XblAuthManager","Xbox Live Auth Manager","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p"
"XblGameSave","Xbox Live Game Save","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"XboxGipSvc","Xbox Accessory Management Service","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"XboxNetApiSvc","Xbox Live Networking Service","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
