base,count,normalized,suggestedCode,suggestedPath,confidence,topScore,margin
"CP-001","1","CP-001","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-002","1","CP-002","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-003","1","CP-003","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-004","1","CP-004","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-005","1","CP-005","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-006","1","CP-006","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-007","1","CP-007","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-008","1","CP-008","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-009","1","CP-009","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-010","1","CP-010","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-011","1","CP-011","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-012","1","CP-012","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-013","1","CP-013","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-014","1","CP-014","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-015","1","CP-015","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-016","1","CP-016","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-017","1","CP-017","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-018","1","CP-018","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-019","1","CP-019","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-020","1","CP-020","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-021","1","CP-021","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-022","1","CP-022","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-023","1","CP-023","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-024","1","CP-024","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-025","1","CP-025","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-026","1","CP-026","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-027","1","CP-027","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-028","1","CP-028","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-029","1","CP-029","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-030","1","CP-030","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-031","1","CP-031","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-032","1","CP-032","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-033","1","CP-033","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-034","1","CP-034","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-035","1","CP-035","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-036","1","CP-036","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-037","1","CP-037","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-038","1","CP-038","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-039","1","CP-039","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-040","1","CP-040","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-041","1","CP-041","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-042","1","CP-042","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-043","1","CP-043","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-044","1","CP-044","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-045","1","CP-045","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-046","1","CP-046","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-047","1","CP-047","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-048","1","CP-048","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-049","1","CP-049","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-050","1","CP-050","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-051","1","CP-051","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-052","1","CP-052","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-053","1","CP-053","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-054","1","CP-054","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-055","1","CP-055","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-056","1","CP-056","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-057","1","CP-057","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-058","1","CP-058","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-059","1","CP-059","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-060","1","CP-060","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-061","1","CP-061","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-062","1","CP-062","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-063","1","CP-063","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-064","1","CP-064","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-065","1","CP-065","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-066","1","CP-066","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-067","1","CP-067","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-068","1","CP-068","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-069","1","CP-069","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-070","1","CP-070","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-071","1","CP-071","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-072","1","CP-072","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-073","1","CP-073","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-074","1","CP-074","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-075","1","CP-075","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-076","1","CP-076","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-077","1","CP-077","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-078","1","CP-078","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-079","1","CP-079","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-080","1","CP-080","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-081","1","CP-081","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-082","1","CP-082","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-083","1","CP-083","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-084","1","CP-084","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-085","1","CP-085","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-086","1","CP-086","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-087","1","CP-087","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-088","1","CP-088","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-089","1","CP-089","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-090","1","CP-090","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-091","1","CP-091","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-092","1","CP-092","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-093","1","CP-093","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-094","1","CP-094","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-095","1","CP-095","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-096","1","CP-096","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-097","1","CP-097","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-098","1","CP-098","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-099","1","CP-099","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-100","1","CP-100","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-101","1","CP-101","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-102","1","CP-102","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-103","1","CP-103","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-104","1","CP-104","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-105","1","CP-105","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-106","1","CP-106","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-107","1","CP-107","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-108","1","CP-108","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-109","1","CP-109","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-110","1","CP-110","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-111","1","CP-111","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-112","1","CP-112","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-113","1","CP-113","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-114","1","CP-114","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-115","1","CP-115","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-116","1","CP-116","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-117","1","CP-117","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-118","1","CP-118","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-119","1","CP-119","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-120","1","CP-120","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-121","1","CP-121","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-122","1","CP-122","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-123","1","CP-123","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-124","1","CP-124","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-125","1","CP-125","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-126","1","CP-126","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-127","1","CP-127","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-128","1","CP-128","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-129","1","CP-129","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-130","1","CP-130","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-131","1","CP-131","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-132","1","CP-132","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-133","1","CP-133","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-134","1","CP-134","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-135","1","CP-135","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-136","1","CP-136","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-137","1","CP-137","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-138","1","CP-138","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-139","1","CP-139","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-140","1","CP-140","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-141","1","CP-141","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-142","1","CP-142","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-143","1","CP-143","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-144","1","CP-144","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-145","1","CP-145","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-146","1","CP-146","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-147","1","CP-147","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-148","1","CP-148","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-149","1","CP-149","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-150","1","CP-150","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-151","1","CP-151","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-152","1","CP-152","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-153","1","CP-153","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-154","1","CP-154","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-155","1","CP-155","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-156","1","CP-156","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-157","1","CP-157","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-158","1","CP-158","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-159","1","CP-159","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-160","1","CP-160","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-161","1","CP-161","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-163","1","CP-163","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-164","1","CP-164","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-165","1","CP-165","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-166","1","CP-166","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-167","1","CP-167","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-168","1","CP-168","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-169","1","CP-169","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-170","1","CP-170","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-171","1","CP-171","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-172","1","CP-172","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-173","1","CP-173","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-174","1","CP-174","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-175","1","CP-175","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-176","1","CP-176","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-177","1","CP-177","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-178","1","CP-178","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-179","1","CP-179","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-180","1","CP-180","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-181","1","CP-181","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-182","1","CP-182","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-183","1","CP-183","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-184","1","CP-184","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-185","1","CP-185","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-186","1","CP-186","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-187","1","CP-187","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-188","1","CP-188","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-189","1","CP-189","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-190","1","CP-190","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-191","1","CP-191","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-192","1","CP-192","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-193","1","CP-193","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-194","1","CP-194","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-195","1","CP-195","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-196","1","CP-196","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-197","1","CP-197","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-198","1","CP-198","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-199","1","CP-199","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-200","1","CP-200","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-201","1","CP-201","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-202","1","CP-202","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-203","1","CP-203","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-204","1","CP-204","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-205","1","CP-205","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-206","1","CP-206","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-207","1","CP-207","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-208","1","CP-208","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-209","1","CP-209","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-210","1","CP-210","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-211","1","CP-211","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-212","1","CP-212","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-213","1","CP-213","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-214","1","CP-214","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-215","1","CP-215","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-216","1","CP-216","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-217","1","CP-217","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-218","1","CP-218","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-219","1","CP-219","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-220","1","CP-220","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-221","1","CP-221","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-222","1","CP-222","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-223","1","CP-223","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-224","1","CP-224","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-225","1","CP-225","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-226","1","CP-226","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-227","1","CP-227","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-228","1","CP-228","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-229","1","CP-229","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-230","1","CP-230","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-231","1","CP-231","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-232","1","CP-232","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-233","1","CP-233","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-234","1","CP-234","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-235","1","CP-235","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-236","1","CP-236","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-237","1","CP-237","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-238","1","CP-238","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-239","1","CP-239","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-240","1","CP-240","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-241","1","CP-241","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-242","1","CP-242","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-243","1","CP-243","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-244","1","CP-244","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-245","1","CP-245","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-246","1","CP-246","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-247","1","CP-247","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-248","1","CP-248","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-249","1","CP-249","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-250","1","CP-250","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-251","1","CP-251","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-252","1","CP-252","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-253","1","CP-253","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-254","1","CP-254","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-255","1","CP-255","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-256","1","CP-256","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-257","1","CP-257","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-258","1","CP-258","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-259","1","CP-259","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-260","1","CP-260","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-261","1","CP-261","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-262","1","CP-262","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-263","1","CP-263","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-264","1","CP-264","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-265","1","CP-265","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-266","1","CP-266","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-267","1","CP-267","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-268","1","CP-268","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-269","1","CP-269","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-270","1","CP-270","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-271","1","CP-271","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-272","1","CP-272","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-273","1","CP-273","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-274","1","CP-274","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-275","1","CP-275","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-276","1","CP-276","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-277","1","CP-277","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-278","1","CP-278","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-279","1","CP-279","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
"CP-280","1","CP-280","31010101","Presentation of Evidence > General Provisions > Roles of judge and jury","low","2","0"
