"Name","DisplayName","State","StartMode","StartName","ProcessId","PathName"
"StorSvc","Storage Service","Running","Auto","LocalSystem","14808","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SysMain","SysMain","Running","Auto","LocalSystem","2820","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"SystemEventsBroker","System Events Broker","Running","Auto","LocalSystem","1776","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p"
"TextInputManagementService","Text Input Management Service","Running","Auto","LocalSystem","3332","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"Themes","Themes","Running","Auto","LocalSystem","2812","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"TrkWks","Distributed Link Tracking Client","Running","Auto","LocalSystem","4236","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"UserManager","User Manager","Running","Auto","LocalSystem","2348","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"UsoSvc","Update Orchestrator Service","Running","Auto","LocalSystem","15648","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"Wcmsvc","Windows Connection Manager","Running","Auto","NT Authority\LocalService","3556","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc"
"webthreatdefusersvc_9f735","Web Threat Defense User Service_9f735","Running","Auto",,"2180","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"whesvc","Windows Health and Optimized Experiences","Running","Auto","LocalSystem","2472","C:\WINDOWS\system32\svchost.exe -k whesvc -p"
"WinDefend","Microsoft Defender Antivirus Service","Running","Auto","LocalSystem","4400","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MsMpEng.exe"""
"WinFsp.Launcher","WinFsp.Launcher","Running","Auto","LocalSystem","4180","""C:\Program Files (x86)\WinFsp\SxS\sxs.20260320T164711Z\bin\launcher-x64.exe"""
"Winmgmt","Windows Management Instrumentation","Running","Auto","localSystem","4280","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"WinRM","Windows Remote Management (WS-Management)","Running","Auto","NT AUTHORITY\NetworkService","4244","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"WlanSvc","WLAN AutoConfig","Running","Auto","LocalSystem","3732","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"WMIRegistrationService","Intel(R) Management Engine WMI Provider Registration","Running","Auto","LocalSystem","4388","C:\WINDOWS\System32\DriverStore\FileRepository\mewmiprov.inf_amd64_d51901c26227fb29\WMIRegistrationService.exe"
"WpnService","Windows Push Notifications System Service","Running","Auto","LocalSystem","4356","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"WpnUserService_9f735","Windows Push Notifications User Service_9f735","Running","Auto",,"2372","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup"
"WSAIFabricSvc","WSAIFabricSvc","Running","Auto","NT AUTHORITY\LocalService","6756","C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p"
"wscsvc","Security Center","Running","Auto","NT AUTHORITY\LocalService","16200","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p"
"WSearch","Windows Search","Running","Auto","LocalSystem","13380","C:\WINDOWS\system32\SearchIndexer.exe /Embedding"
"WSLService","WSL Service","Running","Auto","LocalSystem","4300","""C:\Program Files\WSL\wslservice.exe"""
"Appinfo","Application Information","Running","Manual","LocalSystem","4276","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"bthserv","Bluetooth Support Service","Running","Manual","NT AUTHORITY\LocalService","13084","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"DevicesFlowUserSvc_9f735","DevicesFlow_9f735","Running","Manual",,"13648","C:\WINDOWS\system32\svchost.exe -k DevicesFlow"
"DevQueryBroker","DevQuery Background Discovery Broker","Running","Manual","LocalSystem","2740","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"DisplayEnhancementService","Display Enhancement Service","Running","Manual","LocalSystem","17160","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"EFS","Encrypting File System (EFS)","Running","Manual","LocalSystem","1636","C:\WINDOWS\System32\lsass.exe"
"fdPHost","Function Discovery Provider Host","Running","Manual","NT AUTHORITY\LocalService","24836","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"FDResPub","Function Discovery Resource Publication","Running","Manual","NT AUTHORITY\LocalService","7896","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"hidserv","Human Interface Device Service","Running","Manual","LocalSystem","2356","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"hns","Host Network Service","Running","Manual","LocalSystem","3408","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p"
"HvHost","HV Host Service","Running","Manual","LocalSystem","1696","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"InstallService","Microsoft Store Install Service","Running","Manual","LocalSystem","15964","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"KeyIso","CNG Key Isolation","Running","Manual","LocalSystem","1636","C:\WINDOWS\system32\lsass.exe"
"lfsvc","Geolocation Service","Running","Manual","LocalSystem","11884","C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p"
"LicenseManager","Windows License Manager Service","Running","Manual","NT Authority\LocalService","12380","C:\WINDOWS\System32\svchost.exe -k LocalService -p"
"lmhosts","TCP/IP NetBIOS Helper","Running","Manual","NT AUTHORITY\LocalService","7600","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p"
"NcbService","Network Connection Broker","Running","Manual","LocalSystem","2224","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"netprofm","Network List Service","Running","Manual","NT AUTHORITY\NetworkService","2568","C:\WINDOWS\System32\svchost.exe -k netprofm -p"
"nvagent","Network Virtualization Service","Running","Manual","LocalSystem","3648","C:\WINDOWS\system32\svchost.exe -k NetSvcs"
"PlugPlay","Plug and Play","Running","Manual","LocalSystem","1776","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p"
"PolicyAgent","IPsec Policy Agent","Running","Manual","NT Authority\NetworkService","7112","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p"
"PrintWorkflowUserSvc_9f735","PrintWorkflow_9f735","Running","Manual",,"24988","C:\WINDOWS\system32\svchost.exe -k PrintWorkflow"
"RasMan","Remote Access Connection Manager","Running","Manual","localSystem","7568","C:\WINDOWS\System32\svchost.exe -k netsvcs"
"RmSvc","Radio Management Service","Running","Manual","NT AUTHORITY\LocalService","6060","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted"
"seclogon","Secondary Logon","Running","Manual","LocalSystem","19816","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"SecurityHealthService","Windows Security Service","Running","Manual","LocalSystem","1712","C:\WINDOWS\system32\SecurityHealthService.exe"
"SharedAccess","Internet Connection Sharing (ICS)","Running","Manual","LocalSystem","4140","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"SSDPSRV","SSDP Discovery","Running","Manual","NT AUTHORITY\LocalService","5688","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"SstpSvc","Secure Socket Tunneling Protocol Service","Running","Manual","NT Authority\LocalService","5148","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"TimeBrokerSvc","Time Broker","Running","Manual","NT AUTHORITY\LocalService","2232","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"TokenBroker","Web Account Manager","Running","Manual","LocalSystem","3428","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"UdkUserSvc_9f735","Udk User Service_9f735","Running","Manual",,"9608","C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup"
"vmcompute","Hyper-V Host Compute Service","Running","Manual","LocalSystem","6948","C:\WINDOWS\system32\vmcompute.exe"
"wcncsvc","Windows Connect Now - Config Registrar","Running","Manual","NT AUTHORITY\LocalService","15452","C:\WINDOWS\System32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"WdiSystemHost","Diagnostic System Host","Running","Manual","LocalSystem","18588","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","Running","Manual","NT AUTHORITY\LocalService","7380","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\NisSrv.exe"""
"webthreatdefsvc","Web Threat Defense Service","Running","Manual","NT AUTHORITY\LocalService","7688","C:\WINDOWS\system32\svchost.exe -k WebThreatDefense -p"
"WerSvc","Windows Error Reporting Service","Running","Manual","localSystem","23788","C:\WINDOWS\System32\svchost.exe -k WerSvcGroup"
"WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Running","Manual","NT AUTHORITY\LocalService","3416","C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p"
"LSM","LSM","Running","Unknown",,"1948",
"edgeupdate","Microsoft Edge Update Service (edgeupdate)","Stopped","Auto","LocalSystem","0","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc"
"Intel(R) Platform License Manager Service","Intel(R) Platform License Manager Service","Stopped","Auto","LocalSystem","0","C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_fc84dfa25a6a7727\lib\PlatformLicenseManagerService.exe"
"MapsBroker","Downloaded Maps Manager","Stopped","Auto","NT AUTHORITY\NetworkService","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"sppsvc","Software Protection","Stopped","Auto","NT AUTHORITY\NetworkService","0","C:\WINDOWS\system32\sppsvc.exe"
"StiSvc","Windows Image Acquisition (WIA)","Stopped","Auto","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k imgsvc"
"AdobeARMservice","Adobe Acrobat Update Service","Stopped","Disabled","LocalSystem","0","""C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe"""
"CometUpdaterInternalService147.0.7727.1860","Comet Updater Internal Service (CometUpdaterInternalService147.0.7727.1860)","Stopped","Disabled","LocalSystem","0","""C:\Program Files (x86)\Perplexity\CometUpdater\147.0.7727.1860\updater.exe"" --system --windows-service --service=update-internal"
"CometUpdaterService147.0.7727.1860","Comet Updater Service (CometUpdaterService147.0.7727.1860)","Stopped","Disabled","LocalSystem","0","""C:\Program Files (x86)\Perplexity\CometUpdater\147.0.7727.1860\updater.exe"" --system --windows-service --service=update"
"GoogleUpdaterInternalService150.0.7863.0","Google Updater Internal Service (GoogleUpdaterInternalService150.0.7863.0)","Stopped","Disabled","LocalSystem","0","""C:\Program Files (x86)\Google\GoogleUpdater\150.0.7863.0\updater.exe"" --system --windows-service --service=update-internal"
"GoogleUpdaterService150.0.7863.0","Google Updater Service (GoogleUpdaterService150.0.7863.0)","Stopped","Disabled","LocalSystem","0","""C:\Program Files (x86)\Google\GoogleUpdater\150.0.7863.0\updater.exe"" --system --windows-service --service=update"
"NetTcpPortSharing","Net.Tcp Port Sharing Service","Stopped","Disabled","NT AUTHORITY\LocalService","0","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe"
"RemoteAccess","Routing and Remote Access","Stopped","Disabled","localSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcs"
"RemoteRegistry","Remote Registry","Stopped","Disabled","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k localService -p"
"shpamsvc","Shared PC Account Manager","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcsRedirectionGuard -p"
"ssh-agent","OpenSSH Authentication Agent","Stopped","Disabled","LocalSystem","0","C:\WINDOWS\System32\OpenSSH\ssh-agent.exe"
"tzautoupdate","Auto Time Zone Updater","Stopped","Disabled","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"AarSvc_9f735","Agent Activation Runtime_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p"
"ADPSvc","Aggregated Data Platform Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p"
"ALG","Application Layer Gateway Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\System32\alg.exe"
"AppIDSvc","Application Identity","Stopped","Manual","NT Authority\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p"
"AppReadiness","App Readiness","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k AppReadiness -p"
"ApxSvc","Windows Virtual Audio Device Proxy Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"autotimesvc","Cellular Time","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k autoTimeSvc"
"AxInstSV","ActiveX Installer (AxInstSV)","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k AxInstSVGroup"
"BcastDVRUserService_9f735","GameDVR and Broadcast User Service_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k BcastDVRUserService"
"BDESVC","BitLocker Drive Encryption Service","Stopped","Manual","localSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"BITS","Background Intelligent Transfer Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"BluetoothUserService_9f735","Bluetooth User Support Service_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p"
"BTAGService","Bluetooth Audio Gateway Service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted"
"BthAvctpSvc","AVCTP service","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\system32\svchost.exe -k LocalServiceRedirectionGuard -p"
"CaptureService_9f735","CaptureService_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k LocalService -p"
"CertPropSvc","Certificate Propagation","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs"
"ClipSVC","Client License Service (ClipSVC)","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k wsappx -p"
"CloudBackupRestoreSvc_9f735","Cloud Backup and Restore Service_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup"
"com.docker.service","Docker Desktop Service","Stopped","Manual","LocalSystem","0","""C:\Program Files\Docker\Docker\com.docker.service"""
"CometElevationService","Comet Elevation Service (CometElevationService)","Stopped","Manual","LocalSystem","0","""C:\Program Files\Perplexity\Comet\Application\148.0.7778.1018\elevation_service.exe"""
"COMSysApp","COM+ System Application","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}"
"ConsentUxUserSvc_9f735","ConsentUX User Service_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k DevicesFlow"
"CredentialEnrollmentManagerUserSvc_9f735","CredentialEnrollmentManagerUserSvc_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\CredentialEnrollmentManager.exe"
"dcsvc","Declared Configuration(DC) service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"defragsvc","Optimize drives","Stopped","Manual","localSystem","0","C:\WINDOWS\system32\svchost.exe -k defragsvc"
"DeviceAssociationBrokerSvc_9f735","DeviceAssociationBroker_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k DevicesFlow -p"
"DeviceInstall","Device Install Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p"
"DevicePickerUserSvc_9f735","DevicePicker_9f735","Stopped","Manual",,"0","C:\WINDOWS\system32\svchost.exe -k DevicesFlow"
"diagsvc","Diagnostic Execution Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k diagnostics"
"DiscordSystemHelper","Discord System Helper","Stopped","Manual","LocalSystem","0","""C:\Program Files\Common Files\Discord\Discord\DiscordSystemHelper.exe"" service"
"DmEnrollmentSvc","Device Management Enrollment Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"dmwappushservice","Device Management Wireless Application Protocol (WAP) Push message Routing Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"DoSvc","Delivery Optimization","Stopped","Manual","NT Authority\NetworkService","0","C:\WINDOWS\System32\svchost.exe -k NetworkService -p"
"dot3svc","Wired AutoConfig","Stopped","Manual","localSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"DSAService","Intel(R) Driver & Support Assistant","Stopped","Manual","LocalSystem","0","""C:\Program Files (x86)\Intel\Driver and Support Assistant\x86\DSAService.exe"""
"DSAUpdateService","Intel(R) Driver & Support Assistant Updater","Stopped","Manual","LocalSystem","0","""C:\Program Files (x86)\Intel\Driver and Support Assistant\x86\DSAUpdateService.exe"""
"DsmSvc","Device Setup Manager","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k netsvcs -p"
"DsSvc","Data Sharing Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"EapHost","Extensible Authentication Protocol","Stopped","Manual","localSystem","0","C:\WINDOWS\System32\svchost.exe -k netsvcs -p"
"edgeupdatem","Microsoft Edge Update Service (edgeupdatem)","Stopped","Manual","LocalSystem","0","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc"
"embeddedmode","Embedded Mode","Stopped","Manual","LocalSystem","0","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p"
"EntAppSvc","Enterprise App Management Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k appmodelRedirectionGuard -p"
"ESRV_SVC_QUEENCREEK","Energy Server Service queencreek","Stopped","Manual","LocalSystem","0","""C:\Program Files\Intel\SUR\QUEENCREEK\x64\esrv_svc.exe"" ""--AUTO_START"" ""--start"" ""--start_options_registry_key"" ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\services\ESRV_SVC_QUEENCREEK\_start"""
"fhsvc","File History Service","Stopped","Manual","LocalSystem","0","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p"
"FrameServer","Windows Camera Frame Server","Stopped","Manual","NT AUTHORITY\LocalService","0","C:\WINDOWS\System32\svchost.exe -k Camera"
